,2864,29/01/23,MAJORS DE 65 ANYS,BARBERÀ DE LA CONCA,CATALUNYA,13:00,"8,00 €",PILAR,VISITA GUIADA,INTERÈS CULTURAL,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2863,29/01/23,GENERAL,REUS,REUS,13:00,"10,00 €",PILAR,VISITA GUIADA,VISITA PENDENT,,1,1,FALSO,FALSO,FALSO,1,VERDADERO
,2862,29/01/23,GENERAL,REUS,REUS,13:00,"10,00 €",PILAR,VISITA GUIADA,VISITA PENDENT,,1,1,FALSO,FALSO,FALSO,1,VERDADERO
,2861,29/01/23,GENERAL,COLÒMBIA,INTERNACIONAL,13:00,"10,00 €",PILAR,VISITA GUIADA,VISITA PENDENT,,FALSO,1,FALSO,FALSO,1,1,VERDADERO
,2860,29/01/23,GENERAL,COLÒMBIA,INTERNACIONAL,13:00,"10,00 €",PILAR,VISITA GUIADA,VISITA PENDENT,,FALSO,1,FALSO,FALSO,1,1,VERDADERO
,2859,29/01/23,GENERAL,COLÒMBIA,INTERNACIONAL,13:00,"10,00 €",PILAR,VISITA GUIADA,VISITA PENDENT,,FALSO,1,FALSO,FALSO,1,1,VERDADERO
,2858,29/01/23,GENERAL,COMUNITAT VALENCIANA,ESPANYA,13:00,"10,00 €",PILAR,VISITA GUIADA,VISITA PENDENT,,FALSO,1,FALSO,1,FALSO,1,VERDADERO
,2857,29/01/23,MAJORS DE 65 ANYS,COMUNITAT VALENCIANA,ESPANYA,13:00,"8,00 €",PILAR,VISITA GUIADA,VISITA PENDENT,,FALSO,1,FALSO,1,FALSO,1,VERDADERO
,2856,29/01/23,SENSE TREBALL,REUS,REUS,13:00,"8,00 €",PILAR,VISITA GUIADA,RECOMANAT,,1,1,FALSO,FALSO,FALSO,1,VERDADERO
,2855,29/01/23,SENSE TREBALL,REUS,REUS,13:00,"8,00 €",PILAR,VISITA GUIADA,RECOMANAT,,1,1,FALSO,FALSO,FALSO,1,VERDADERO
,2854,29/01/23,GENERAL,REUS,REUS,13:00,"10,00 €",PILAR,VISITA GUIADA,VISITA PENDENT,,1,1,FALSO,FALSO,FALSO,1,VERDADERO
